6.059724	-2.317587	7.730877	
6.050148	-2.015918	8.578425	
4.678270	-1.137246	9.112332	
3.359065	-0.440533	9.672575	
2.923320	0.567426	9.689334	
1.098939	0.758962	10.855311	
0.392649	1.252167	9.852141	
0.306458	1.886631	9.600749	
0.074220	2.408567	9.730036	
-0.320823	2.389413	9.818622	
-0.153229	2.829946	9.004593	
-0.782904	2.652776	9.646239	
-1.359907	2.679112	9.397242	
-1.453280	2.841917	9.962274	
-1.996764	3.246537	9.109938	
-1.740585	4.039018	8.305486	
-2.837129	4.177882	8.652646	
-3.572149	4.422091	8.233660	
-3.651158	5.054160	7.723695	
-3.833117	5.568913	6.983886	
-4.453215	6.038177	6.026206	
-4.647145	6.373365	5.243302	
-4.525041	6.754043	4.613626	
-4.328717	6.936002	4.692636	
-5.035006	7.536947	3.883395	
-3.244143	7.661446	2.789245	
-3.397372	8.125921	3.043030	
-3.260903	8.604762	1.496376	
-4.211401	7.592013	4.932055	
-3.167529	7.369353	3.689465	
-3.222595	6.402095	6.344635	
-2.722207	5.710171	7.843405	
-0.521936	4.616021	8.394072	
-0.241814	3.275268	10.577584	
0.888249	2.712630	9.358935	
0.916979	2.367866	9.727642	
2.521094	1.810017	9.708488	
2.331953	1.740585	9.129092	
1.422156	8.123527	-5.161899	
2.159570	7.335834	-6.631939	
2.588132	6.059724	-7.419631	
4.271256	4.266468	-8.513782	
4.204218	2.061408	-8.820240	
4.944026	0.313640	-8.494628	
6.110002	-1.414973	-8.657434	
6.624756	-2.360683	-7.129933	
6.725313	-3.371036	-6.797139	
7.103596	-3.895366	-6.447585	
7.285556	-4.180276	-5.552154	
7.302315	-4.606444	-4.740520	
7.601591	-5.003881	-4.572925	
7.445967	-5.039794	-3.931279	
7.776367	-5.425261	-3.411737	
7.663840	-5.820304	-2.748543	
8.092402	-6.177041	-1.960851	
7.867347	-6.301539	-1.374272	
7.752425	-6.347029	-0.588974	
7.742848	-6.447585	0.241814	
7.824251	-6.133945	1.283292	
8.233660	-6.136339	1.867477	
7.623138	-5.473145	2.695871	
7.955932	-5.571307	3.280056	
7.515399	-5.410896	4.055778	
6.840234	-4.845864	5.149928	
6.782773	-4.697424	5.669470	
6.179435	-4.285621	6.564901	
5.894525	-3.213019	7.309498	
-2.008735	9.050083	-2.576161	
-2.382231	9.339781	-2.317587	
-1.704672	9.167399	-1.386243	
-2.027889	9.117120	-1.462857	
-2.583344	9.380483	-1.505953	
-2.904167	9.109938	-0.928950	
-3.141193	8.906431	-0.984017	
-3.562572	8.537724	-0.368707	
-3.433285	8.947133	0.921768	
-3.100491	8.676588	2.985569	
-2.803610	8.532936	3.402161	
-3.926491	8.698135	4.132392	
-3.375824	8.212112	3.545813	
-3.148375	8.822633	2.413355	
-2.545036	9.009382	2.183512	
-1.280898	9.617508	0.895431	
-0.165200	9.607932	1.055843	
0.409408	9.758767	1.596932	
0.995988	9.066843	2.145205	
1.970428	8.892066	3.191471	
1.994370	9.093178	3.306392	
2.705448	8.772356	3.878607	
2.042254	8.990228	3.165135	
0.656011	9.198523	2.094927	
0.708684	9.504981	1.292869	
0.557849	9.488222	-0.462081	
0.074220	9.447521	-2.149993	
1.400608	8.588002	-3.557784	
1.422156	8.123527	-5.161899	
-0.639252	0.744597	-9.686941	
-0.907402	1.302446	-9.402030	
-1.683124	1.972822	-9.435549	
-2.375048	2.176329	-9.038112	
-3.361459	2.401384	-8.743625	
-4.362236	2.652776	-8.226477	
-5.655105	3.014300	-7.702147	
-5.473145	3.394978	-6.655881	
-6.081272	3.883395	-6.162675	
-6.308722	4.673482	-5.674258	
-5.963956	5.164293	-5.109226	
-5.561730	5.880159	-5.463568	
-5.228937	5.944803	-5.032612	
-5.346252	6.524199	-5.068525	
-4.582502	6.739678	-5.140351	
-4.280833	6.902483	-5.094861	
-3.849876	7.115568	-5.142745	
-3.699042	6.861782	-4.955997	
-3.402161	7.493851	-5.597643	
-2.631228	7.527370	-5.394136	
-2.159570	7.855376	-4.845864	
